=== player 1: 1 | player 2: 0 | Draws: 0 ===
=== player 1: 6611 | player 2: 388 | Draws: 0 ===
=== player 1: 6612 | player 2: 388 | Draws: 0 ===
=== player 1: 6613 | player 2: 388 | Draws: 0 ===
=== player 1: 6614 | player 2: 388 | Draws: 0 ===
=== player 1: 6615 | player 2: 388 | Draws: 0 ===
=== player 1: 6616 | player 2: 388 | Draws: 0 ===
=== player 1: 6617 | player 2: 388 | Draws: 0 ===
=== player 1: 6618 | player 2: 388 | Draws: 0 ===
=== player 1: 6619 | player 2: 388 | Draws: 0 ===
=== player 1: 6620 | player 2: 388 | Draws: 0 ===
=== player 1: 6621 | player 2: 388 | Draws: 0 ===
=== player 1: 6622 | player 2: 388 | Draws: 0 ===
=== player 1: 6623 | player 2: 388 | Draws: 0 ===
=== player 1: 6624 | player 2: 388 | Draws: 0 ===
=== player 1: 6625 | player 2: 388 | Draws: 0 ===
=== player 1: 6626 | player 2: 388 | Draws: 0 ===
=== player 1: 6627 | player 2: 388 | Draws: 0 ===
=== player 1: 6628 | player 2: 388 | Draws: 0 ===
=== player 1: 6629 | player 2: 388 | Draws: 0 ===
=== player 1: 6630 | player 2: 388 | Draws: 0 ===
=== player 1: 6631 | player 2: 388 | Draws: 0 ===
=== player 1: 6632 | player 2: 388 | Draws: 0 ===
=== player 1: 6633 | player 2: 388 | Draws: 0 ===
=== player 1: 6634 | player 2: 388 | Draws: 0 ===
=== player 1: 6635 | player 2: 388 | Draws: 0 ===
=== player 1: 6636 | player 2: 388 | Draws: 0 ===
=== player 1: 6637 | player 2: 388 | Draws: 0 ===
=== player 1: 6638 | player 2: 388 | Draws: 0 ===
=== player 1: 6639 | player 2: 388 | Draws: 0 ===
=== player 1: 6640 | player 2: 388 | Draws: 0 ===
=== player 1: 6641 | player 2: 388 | Draws: 0 ===
=== player 1: 6642 | player 2: 388 | Draws: 0 ===
=== player 1: 6643 | player 2: 388 | Draws: 0 ===
=== player 1: 6644 | player 2: 388 | Draws: 0 ===
=== player 1: 6645 | player 2: 388 | Draws: 0 ===
=== player 1: 6646 | player 2: 388 | Draws: 0 ===
=== player 1: 6647 | player 2: 388 | Draws: 0 ===
=== player 1: 6648 | player 2: 388 | Draws: 0 ===
=== player 1: 6649 | player 2: 388 | Draws: 0 ===
=== player 1: 6650 | player 2: 388 | Draws: 0 ===
=== player 1: 6651 | player 2: 388 | Draws: 0 ===
=== player 1: 6652 | player 2: 388 | Draws: 0 ===
=== player 1: 6653 | player 2: 388 | Draws: 0 ===
=== player 1: 6654 | player 2: 388 | Draws: 0 ===
=== player 1: 6655 | player 2: 388 | Draws: 0 ===
=== player 1: 6656 | player 2: 388 | Draws: 0 ===
=== player 1: 6657 | player 2: 388 | Draws: 0 ===
=== player 1: 6658 | player 2: 388 | Draws: 0 ===
=== player 1: 6659 | player 2: 388 | Draws: 0 ===
=== player 1: 6660 | player 2: 388 | Draws: 0 ===
=== player 1: 6661 | player 2: 388 | Draws: 0 ===
=== player 1: 6662 | player 2: 388 | Draws: 0 ===
=== player 1: 6663 | player 2: 388 | Draws: 0 ===
=== player 1: 6664 | player 2: 388 | Draws: 0 ===
=== player 1: 6665 | player 2: 388 | Draws: 0 ===
=== player 1: 6666 | player 2: 388 | Draws: 0 ===
=== player 1: 6667 | player 2: 388 | Draws: 0 ===
=== player 1: 6668 | player 2: 388 | Draws: 0 ===
=== player 1: 6669 | player 2: 388 | Draws: 0 ===
=== player 1: 6670 | player 2: 388 | Draws: 0 ===
=== player 1: 6671 | player 2: 388 | Draws: 0 ===
=== player 1: 6672 | player 2: 388 | Draws: 0 ===
=== player 1: 6673 | player 2: 388 | Draws: 0 ===
=== player 1: 6674 | player 2: 388 | Draws: 0 ===
=== player 1: 6675 | player 2: 388 | Draws: 0 ===
=== player 1: 6676 | player 2: 388 | Draws: 0 ===
=== player 1: 6677 | player 2: 388 | Draws: 0 ===
=== player 1: 6678 | player 2: 388 | Draws: 0 ===
=== player 1: 6679 | player 2: 388 | Draws: 0 ===
=== player 1: 6679 | player 2: 389 | Draws: 0 ===
=== player 1: 6680 | player 2: 389 | Draws: 0 ===
=== player 1: 6681 | player 2: 389 | Draws: 0 ===
=== player 1: 6682 | player 2: 389 | Draws: 0 ===
=== player 1: 6683 | player 2: 389 | Draws: 0 ===
=== player 1: 6684 | player 2: 389 | Draws: 0 ===
=== player 1: 6685 | player 2: 389 | Draws: 0 ===
=== player 1: 6686 | player 2: 389 | Draws: 0 ===
=== player 1: 6687 | player 2: 389 | Draws: 0 ===
=== player 1: 6688 | player 2: 389 | Draws: 0 ===
=== player 1: 6689 | player 2: 389 | Draws: 0 ===
=== player 1: 6690 | player 2: 389 | Draws: 0 ===
=== player 1: 6691 | player 2: 389 | Draws: 0 ===
=== player 1: 6692 | player 2: 389 | Draws: 0 ===
=== player 1: 6693 | player 2: 389 | Draws: 0 ===
=== player 1: 6694 | player 2: 389 | Draws: 0 ===
=== player 1: 6695 | player 2: 389 | Draws: 0 ===
=== player 1: 6696 | player 2: 389 | Draws: 0 ===
=== player 1: 6696 | player 2: 390 | Draws: 0 ===
=== player 1: 6697 | player 2: 390 | Draws: 0 ===
=== player 1: 6698 | player 2: 390 | Draws: 0 ===
=== player 1: 6699 | player 2: 390 | Draws: 0 ===
=== player 1: 6700 | player 2: 390 | Draws: 0 ===
=== player 1: 6701 | player 2: 390 | Draws: 0 ===
=== player 1: 6702 | player 2: 390 | Draws: 0 ===
=== player 1: 6703 | player 2: 390 | Draws: 0 ===
=== player 1: 6704 | player 2: 390 | Draws: 0 ===
=== player 1: 6705 | player 2: 390 | Draws: 0 ===
=== player 1: 6706 | player 2: 390 | Draws: 0 ===
=== player 1: 6707 | player 2: 390 | Draws: 0 ===
=== player 1: 6708 | player 2: 390 | Draws: 0 ===
=== player 1: 6709 | player 2: 390 | Draws: 0 ===
=== player 1: 6710 | player 2: 390 | Draws: 0 ===
=== player 1: 6711 | player 2: 390 | Draws: 0 ===
=== player 1: 6712 | player 2: 390 | Draws: 0 ===
=== player 1: 6713 | player 2: 390 | Draws: 0 ===
=== player 1: 6714 | player 2: 390 | Draws: 0 ===
=== player 1: 6715 | player 2: 390 | Draws: 0 ===
=== player 1: 6715 | player 2: 391 | Draws: 0 ===
=== player 1: 6716 | player 2: 391 | Draws: 0 ===
=== player 1: 6717 | player 2: 391 | Draws: 0 ===
=== player 1: 6718 | player 2: 391 | Draws: 0 ===
=== player 1: 6719 | player 2: 391 | Draws: 0 ===
=== player 1: 6720 | player 2: 391 | Draws: 0 ===
=== player 1: 6721 | player 2: 391 | Draws: 0 ===
=== player 1: 6722 | player 2: 391 | Draws: 0 ===
=== player 1: 6723 | player 2: 391 | Draws: 0 ===
=== player 1: 6724 | player 2: 391 | Draws: 0 ===
=== player 1: 6725 | player 2: 391 | Draws: 0 ===
=== player 1: 6726 | player 2: 391 | Draws: 0 ===
=== player 1: 6727 | player 2: 391 | Draws: 0 ===
=== player 1: 6728 | player 2: 391 | Draws: 0 ===
=== player 1: 6729 | player 2: 391 | Draws: 0 ===
=== player 1: 6730 | player 2: 391 | Draws: 0 ===
=== player 1: 6731 | player 2: 391 | Draws: 0 ===
=== player 1: 6732 | player 2: 391 | Draws: 0 ===
=== player 1: 6733 | player 2: 391 | Draws: 0 ===
=== player 1: 6734 | player 2: 391 | Draws: 0 ===
=== player 1: 6735 | player 2: 391 | Draws: 0 ===
=== player 1: 6736 | player 2: 391 | Draws: 0 ===
=== player 1: 6737 | player 2: 391 | Draws: 0 ===
=== player 1: 6738 | player 2: 391 | Draws: 0 ===
=== player 1: 6739 | player 2: 391 | Draws: 0 ===
=== player 1: 6740 | player 2: 391 | Draws: 0 ===
=== player 1: 6741 | player 2: 391 | Draws: 0 ===
=== player 1: 6742 | player 2: 391 | Draws: 0 ===
=== player 1: 6743 | player 2: 391 | Draws: 0 ===
=== player 1: 6744 | player 2: 391 | Draws: 0 ===
=== player 1: 6745 | player 2: 391 | Draws: 0 ===
=== player 1: 6746 | player 2: 391 | Draws: 0 ===
=== player 1: 6747 | player 2: 391 | Draws: 0 ===
=== player 1: 6748 | player 2: 391 | Draws: 0 ===
=== player 1: 6749 | player 2: 391 | Draws: 0 ===
=== player 1: 6750 | player 2: 391 | Draws: 0 ===
=== player 1: 6751 | player 2: 391 | Draws: 0 ===
=== player 1: 6752 | player 2: 391 | Draws: 0 ===
=== player 1: 6753 | player 2: 391 | Draws: 0 ===
=== player 1: 6754 | player 2: 391 | Draws: 0 ===
=== player 1: 6755 | player 2: 391 | Draws: 0 ===
=== player 1: 6756 | player 2: 391 | Draws: 0 ===
=== player 1: 6757 | player 2: 391 | Draws: 0 ===
=== player 1: 6758 | player 2: 391 | Draws: 0 ===
=== player 1: 6759 | player 2: 391 | Draws: 0 ===
=== player 1: 6760 | player 2: 391 | Draws: 0 ===
=== player 1: 6761 | player 2: 391 | Draws: 0 ===
=== player 1: 6762 | player 2: 391 | Draws: 0 ===
=== player 1: 6763 | player 2: 391 | Draws: 0 ===
=== player 1: 6764 | player 2: 391 | Draws: 0 ===
=== player 1: 6765 | player 2: 391 | Draws: 0 ===
=== player 1: 6766 | player 2: 391 | Draws: 0 ===
=== player 1: 6767 | player 2: 391 | Draws: 0 ===
=== player 1: 6768 | player 2: 391 | Draws: 0 ===
=== player 1: 6768 | player 2: 392 | Draws: 0 ===
=== player 1: 6769 | player 2: 392 | Draws: 0 ===
=== player 1: 6770 | player 2: 392 | Draws: 0 ===
=== player 1: 6771 | player 2: 392 | Draws: 0 ===
=== player 1: 6772 | player 2: 392 | Draws: 0 ===
=== player 1: 6773 | player 2: 392 | Draws: 0 ===
=== player 1: 6773 | player 2: 393 | Draws: 0 ===
=== player 1: 6774 | player 2: 393 | Draws: 0 ===
=== player 1: 6775 | player 2: 393 | Draws: 0 ===
=== player 1: 6776 | player 2: 393 | Draws: 0 ===
=== player 1: 6776 | player 2: 394 | Draws: 0 ===
=== player 1: 6777 | player 2: 394 | Draws: 0 ===
=== player 1: 6778 | player 2: 394 | Draws: 0 ===
=== player 1: 6779 | player 2: 394 | Draws: 0 ===
=== player 1: 6780 | player 2: 394 | Draws: 0 ===
=== player 1: 6781 | player 2: 394 | Draws: 0 ===
=== player 1: 6782 | player 2: 394 | Draws: 0 ===
=== player 1: 6783 | player 2: 394 | Draws: 0 ===
=== player 1: 6784 | player 2: 394 | Draws: 0 ===
=== player 1: 6785 | player 2: 394 | Draws: 0 ===
=== player 1: 6786 | player 2: 394 | Draws: 0 ===
=== player 1: 6787 | player 2: 394 | Draws: 0 ===
=== player 1: 6788 | player 2: 394 | Draws: 0 ===
=== player 1: 6789 | player 2: 394 | Draws: 0 ===
=== player 1: 6790 | player 2: 394 | Draws: 0 ===
=== player 1: 6791 | player 2: 394 | Draws: 0 ===
=== player 1: 6792 | player 2: 394 | Draws: 0 ===
=== player 1: 6793 | player 2: 394 | Draws: 0 ===
=== player 1: 6794 | player 2: 394 | Draws: 0 ===
=== player 1: 6795 | player 2: 394 | Draws: 0 ===
=== player 1: 6796 | player 2: 394 | Draws: 0 ===
=== player 1: 6797 | player 2: 394 | Draws: 0 ===
=== player 1: 6798 | player 2: 394 | Draws: 0 ===
=== player 1: 6799 | player 2: 394 | Draws: 0 ===
=== player 1: 6800 | player 2: 394 | Draws: 0 ===
=== player 1: 6801 | player 2: 394 | Draws: 0 ===
=== player 1: 6802 | player 2: 394 | Draws: 0 ===
=== player 1: 6802 | player 2: 395 | Draws: 0 ===
=== player 1: 6803 | player 2: 395 | Draws: 0 ===
=== player 1: 6804 | player 2: 395 | Draws: 0 ===
=== player 1: 6805 | player 2: 395 | Draws: 0 ===
=== player 1: 6806 | player 2: 395 | Draws: 0 ===
=== player 1: 6807 | player 2: 395 | Draws: 0 ===
=== player 1: 6808 | player 2: 395 | Draws: 0 ===
=== player 1: 6809 | player 2: 395 | Draws: 0 ===
=== player 1: 6810 | player 2: 395 | Draws: 0 ===
=== player 1: 6811 | player 2: 395 | Draws: 0 ===
=== player 1: 6812 | player 2: 395 | Draws: 0 ===
=== player 1: 6813 | player 2: 395 | Draws: 0 ===
=== player 1: 6814 | player 2: 395 | Draws: 0 ===
=== player 1: 6815 | player 2: 395 | Draws: 0 ===
=== player 1: 6816 | player 2: 395 | Draws: 0 ===
=== player 1: 6817 | player 2: 395 | Draws: 0 ===
=== player 1: 6818 | player 2: 395 | Draws: 0 ===
=== player 1: 6819 | player 2: 395 | Draws: 0 ===
=== player 1: 6820 | player 2: 395 | Draws: 0 ===
=== player 1: 6821 | player 2: 395 | Draws: 0 ===
=== player 1: 6822 | player 2: 395 | Draws: 0 ===
=== player 1: 6823 | player 2: 395 | Draws: 0 ===
=== player 1: 6824 | player 2: 395 | Draws: 0 ===
=== player 1: 6825 | player 2: 395 | Draws: 0 ===
=== player 1: 6826 | player 2: 395 | Draws: 0 ===
=== player 1: 6827 | player 2: 395 | Draws: 0 ===
=== player 1: 6828 | player 2: 395 | Draws: 0 ===
=== player 1: 6829 | player 2: 395 | Draws: 0 ===
=== player 1: 6830 | player 2: 395 | Draws: 0 ===
=== player 1: 6831 | player 2: 395 | Draws: 0 ===
=== player 1: 6832 | player 2: 395 | Draws: 0 ===
=== player 1: 6833 | player 2: 395 | Draws: 0 ===
=== player 1: 6834 | player 2: 395 | Draws: 0 ===
=== player 1: 6834 | player 2: 396 | Draws: 0 ===
=== player 1: 6835 | player 2: 396 | Draws: 0 ===
=== player 1: 6836 | player 2: 396 | Draws: 0 ===
=== player 1: 6837 | player 2: 396 | Draws: 0 ===
=== player 1: 6838 | player 2: 396 | Draws: 0 ===
=== player 1: 6839 | player 2: 396 | Draws: 0 ===
=== player 1: 6840 | player 2: 396 | Draws: 0 ===
=== player 1: 6841 | player 2: 396 | Draws: 0 ===
=== player 1: 6842 | player 2: 396 | Draws: 0 ===
=== player 1: 6843 | player 2: 396 | Draws: 0 ===
=== player 1: 6843 | player 2: 397 | Draws: 0 ===
=== player 1: 6844 | player 2: 397 | Draws: 0 ===
=== player 1: 6845 | player 2: 397 | Draws: 0 ===
=== player 1: 6846 | player 2: 397 | Draws: 0 ===
=== player 1: 6847 | player 2: 397 | Draws: 0 ===
=== player 1: 6848 | player 2: 397 | Draws: 0 ===
=== player 1: 6849 | player 2: 397 | Draws: 0 ===
=== player 1: 6850 | player 2: 397 | Draws: 0 ===
=== player 1: 6851 | player 2: 397 | Draws: 0 ===
=== player 1: 6852 | player 2: 397 | Draws: 0 ===
=== player 1: 6853 | player 2: 397 | Draws: 0 ===
=== player 1: 6854 | player 2: 397 | Draws: 0 ===
=== player 1: 6855 | player 2: 397 | Draws: 0 ===
=== player 1: 6855 | player 2: 398 | Draws: 0 ===
=== player 1: 6856 | player 2: 398 | Draws: 0 ===
=== player 1: 6857 | player 2: 398 | Draws: 0 ===
=== player 1: 6858 | player 2: 398 | Draws: 0 ===
=== player 1: 6859 | player 2: 398 | Draws: 0 ===
=== player 1: 6860 | player 2: 398 | Draws: 0 ===
=== player 1: 6861 | player 2: 398 | Draws: 0 ===
=== player 1: 6862 | player 2: 398 | Draws: 0 ===
=== player 1: 6863 | player 2: 398 | Draws: 0 ===
=== player 1: 6864 | player 2: 398 | Draws: 0 ===
=== player 1: 6864 | player 2: 399 | Draws: 0 ===
=== player 1: 6865 | player 2: 399 | Draws: 0 ===
=== player 1: 6866 | player 2: 399 | Draws: 0 ===
=== player 1: 6867 | player 2: 399 | Draws: 0 ===
=== player 1: 6868 | player 2: 399 | Draws: 0 ===
=== player 1: 6869 | player 2: 399 | Draws: 0 ===
=== player 1: 6870 | player 2: 399 | Draws: 0 ===
=== player 1: 6871 | player 2: 399 | Draws: 0 ===
=== player 1: 6872 | player 2: 399 | Draws: 0 ===
=== player 1: 6873 | player 2: 399 | Draws: 0 ===
=== player 1: 6874 | player 2: 399 | Draws: 0 ===
=== player 1: 6875 | player 2: 399 | Draws: 0 ===
=== player 1: 6876 | player 2: 399 | Draws: 0 ===
=== player 1: 6877 | player 2: 399 | Draws: 0 ===
=== player 1: 6878 | player 2: 399 | Draws: 0 ===
=== player 1: 6879 | player 2: 399 | Draws: 0 ===
=== player 1: 6880 | player 2: 399 | Draws: 0 ===
=== player 1: 6881 | player 2: 399 | Draws: 0 ===
=== player 1: 6882 | player 2: 399 | Draws: 0 ===
=== player 1: 6883 | player 2: 399 | Draws: 0 ===
=== player 1: 6884 | player 2: 399 | Draws: 0 ===
=== player 1: 6885 | player 2: 399 | Draws: 0 ===
=== player 1: 6886 | player 2: 399 | Draws: 0 ===
=== player 1: 6887 | player 2: 399 | Draws: 0 ===
=== player 1: 6888 | player 2: 399 | Draws: 0 ===
=== player 1: 6889 | player 2: 399 | Draws: 0 ===
=== player 1: 6890 | player 2: 399 | Draws: 0 ===
=== player 1: 6891 | player 2: 399 | Draws: 0 ===
=== player 1: 6892 | player 2: 399 | Draws: 0 ===
=== player 1: 6893 | player 2: 399 | Draws: 0 ===
=== player 1: 6894 | player 2: 399 | Draws: 0 ===
=== player 1: 6895 | player 2: 399 | Draws: 0 ===
=== player 1: 6896 | player 2: 399 | Draws: 0 ===
=== player 1: 6897 | player 2: 399 | Draws: 0 ===
=== player 1: 6898 | player 2: 399 | Draws: 0 ===
=== player 1: 6899 | player 2: 399 | Draws: 0 ===
=== player 1: 6900 | player 2: 399 | Draws: 0 ===
=== player 1: 6901 | player 2: 399 | Draws: 0 ===
=== player 1: 6902 | player 2: 399 | Draws: 0 ===
=== player 1: 6903 | player 2: 399 | Draws: 0 ===
=== player 1: 6904 | player 2: 399 | Draws: 0 ===
=== player 1: 6905 | player 2: 399 | Draws: 0 ===
=== player 1: 6906 | player 2: 399 | Draws: 0 ===
=== player 1: 6907 | player 2: 399 | Draws: 0 ===
=== player 1: 6908 | player 2: 399 | Draws: 0 ===
=== player 1: 6909 | player 2: 399 | Draws: 0 ===
=== player 1: 6910 | player 2: 399 | Draws: 0 ===
=== player 1: 6911 | player 2: 399 | Draws: 0 ===
=== player 1: 6912 | player 2: 399 | Draws: 0 ===
=== player 1: 6913 | player 2: 399 | Draws: 0 ===
=== player 1: 6914 | player 2: 399 | Draws: 0 ===
=== player 1: 6915 | player 2: 399 | Draws: 0 ===
=== player 1: 6916 | player 2: 399 | Draws: 0 ===
=== player 1: 6917 | player 2: 399 | Draws: 0 ===
=== player 1: 6918 | player 2: 399 | Draws: 0 ===
=== player 1: 6919 | player 2: 399 | Draws: 0 ===
=== player 1: 6920 | player 2: 399 | Draws: 0 ===
=== player 1: 6921 | player 2: 399 | Draws: 0 ===
=== player 1: 6922 | player 2: 399 | Draws: 0 ===
=== player 1: 6923 | player 2: 399 | Draws: 0 ===
=== player 1: 6924 | player 2: 399 | Draws: 0 ===
=== player 1: 6925 | player 2: 399 | Draws: 0 ===
=== player 1: 6926 | player 2: 399 | Draws: 0 ===
=== player 1: 6927 | player 2: 399 | Draws: 0 ===
=== player 1: 6928 | player 2: 399 | Draws: 0 ===
=== player 1: 6929 | player 2: 399 | Draws: 0 ===
=== player 1: 6930 | player 2: 399 | Draws: 0 ===
=== player 1: 6931 | player 2: 399 | Draws: 0 ===
=== player 1: 6932 | player 2: 399 | Draws: 0 ===
=== player 1: 6933 | player 2: 399 | Draws: 0 ===
=== player 1: 6934 | player 2: 399 | Draws: 0 ===
=== player 1: 6935 | player 2: 399 | Draws: 0 ===
=== player 1: 6936 | player 2: 399 | Draws: 0 ===
=== player 1: 6937 | player 2: 399 | Draws: 0 ===
=== player 1: 6938 | player 2: 399 | Draws: 0 ===
=== player 1: 6939 | player 2: 399 | Draws: 0 ===
=== player 1: 6940 | player 2: 399 | Draws: 0 ===
=== player 1: 6941 | player 2: 399 | Draws: 0 ===
=== player 1: 6942 | player 2: 399 | Draws: 0 ===
=== player 1: 6943 | player 2: 399 | Draws: 0 ===
=== player 1: 6944 | player 2: 399 | Draws: 0 ===
=== player 1: 6945 | player 2: 399 | Draws: 0 ===
=== player 1: 6946 | player 2: 399 | Draws: 0 ===
=== player 1: 6947 | player 2: 399 | Draws: 0 ===
=== player 1: 6947 | player 2: 400 | Draws: 0 ===
=== player 1: 6948 | player 2: 400 | Draws: 0 ===
=== player 1: 6949 | player 2: 400 | Draws: 0 ===
=== player 1: 6950 | player 2: 400 | Draws: 0 ===
=== player 1: 6951 | player 2: 400 | Draws: 0 ===
=== player 1: 6952 | player 2: 400 | Draws: 0 ===
=== player 1: 6953 | player 2: 400 | Draws: 0 ===
=== player 1: 6954 | player 2: 400 | Draws: 0 ===
=== player 1: 6955 | player 2: 400 | Draws: 0 ===
=== player 1: 6956 | player 2: 400 | Draws: 0 ===
=== player 1: 6957 | player 2: 400 | Draws: 0 ===
=== player 1: 6958 | player 2: 400 | Draws: 0 ===
=== player 1: 6959 | player 2: 400 | Draws: 0 ===
=== player 1: 6960 | player 2: 400 | Draws: 0 ===
=== player 1: 6961 | player 2: 400 | Draws: 0 ===
=== player 1: 6962 | player 2: 400 | Draws: 0 ===
=== player 1: 6962 | player 2: 401 | Draws: 0 ===
=== player 1: 6963 | player 2: 401 | Draws: 0 ===
=== player 1: 6964 | player 2: 401 | Draws: 0 ===
=== player 1: 6965 | player 2: 401 | Draws: 0 ===
=== player 1: 6966 | player 2: 401 | Draws: 0 ===
=== player 1: 6967 | player 2: 401 | Draws: 0 ===
=== player 1: 6968 | player 2: 401 | Draws: 0 ===
=== player 1: 6969 | player 2: 401 | Draws: 0 ===
=== player 1: 6970 | player 2: 401 | Draws: 0 ===
=== player 1: 6971 | player 2: 401 | Draws: 0 ===
=== player 1: 6972 | player 2: 401 | Draws: 0 ===
=== player 1: 6973 | player 2: 401 | Draws: 0 ===
=== player 1: 6974 | player 2: 401 | Draws: 0 ===
=== player 1: 6975 | player 2: 401 | Draws: 0 ===
=== player 1: 6976 | player 2: 401 | Draws: 0 ===
=== player 1: 6977 | player 2: 401 | Draws: 0 ===
=== player 1: 6978 | player 2: 401 | Draws: 0 ===
=== player 1: 6979 | player 2: 401 | Draws: 0 ===
=== player 1: 6980 | player 2: 401 | Draws: 0 ===
=== player 1: 6981 | player 2: 401 | Draws: 0 ===
=== player 1: 6982 | player 2: 401 | Draws: 0 ===
=== player 1: 6983 | player 2: 401 | Draws: 0 ===
=== player 1: 6984 | player 2: 401 | Draws: 0 ===
=== player 1: 6985 | player 2: 401 | Draws: 0 ===
=== player 1: 6986 | player 2: 401 | Draws: 0 ===
=== player 1: 6987 | player 2: 401 | Draws: 0 ===
=== player 1: 6988 | player 2: 401 | Draws: 0 ===
=== player 1: 6988 | player 2: 402 | Draws: 0 ===
=== player 1: 6989 | player 2: 402 | Draws: 0 ===
=== player 1: 6990 | player 2: 402 | Draws: 0 ===
=== player 1: 6991 | player 2: 402 | Draws: 0 ===
=== player 1: 6992 | player 2: 402 | Draws: 0 ===
=== player 1: 6993 | player 2: 402 | Draws: 0 ===
=== player 1: 6994 | player 2: 402 | Draws: 0 ===
=== player 1: 6995 | player 2: 402 | Draws: 0 ===
=== player 1: 6996 | player 2: 402 | Draws: 0 ===
=== player 1: 6996 | player 2: 403 | Draws: 0 ===
=== player 1: 6997 | player 2: 403 | Draws: 0 ===
=== player 1: 6998 | player 2: 403 | Draws: 0 ===
=== player 1: 6999 | player 2: 403 | Draws: 0 ===
=== player 1: 7000 | player 2: 403 | Draws: 0 ===
=== player 1: 7001 | player 2: 403 | Draws: 0 ===
=== player 1: 7002 | player 2: 403 | Draws: 0 ===
=== player 1: 7003 | player 2: 403 | Draws: 0 ===
=== player 1: 7004 | player 2: 403 | Draws: 0 ===
=== player 1: 7005 | player 2: 403 | Draws: 0 ===
=== player 1: 7006 | player 2: 403 | Draws: 0 ===
=== player 1: 7007 | player 2: 403 | Draws: 0 ===
=== player 1: 7008 | player 2: 403 | Draws: 0 ===
=== player 1: 7009 | player 2: 403 | Draws: 0 ===
=== player 1: 7010 | player 2: 403 | Draws: 0 ===
=== player 1: 7011 | player 2: 403 | Draws: 0 ===
=== player 1: 7012 | player 2: 403 | Draws: 0 ===
=== player 1: 7013 | player 2: 403 | Draws: 0 ===
=== player 1: 7014 | player 2: 403 | Draws: 0 ===
=== player 1: 7015 | player 2: 403 | Draws: 0 ===
=== player 1: 7016 | player 2: 403 | Draws: 0 ===
=== player 1: 7017 | player 2: 403 | Draws: 0 ===
=== player 1: 7018 | player 2: 403 | Draws: 0 ===
=== player 1: 7019 | player 2: 403 | Draws: 0 ===
=== player 1: 7020 | player 2: 403 | Draws: 0 ===
=== player 1: 7021 | player 2: 403 | Draws: 0 ===
=== player 1: 7022 | player 2: 403 | Draws: 0 ===
=== player 1: 7023 | player 2: 403 | Draws: 0 ===
=== player 1: 7024 | player 2: 403 | Draws: 0 ===
=== player 1: 7025 | player 2: 403 | Draws: 0 ===
=== player 1: 7026 | player 2: 403 | Draws: 0 ===
=== player 1: 7027 | player 2: 403 | Draws: 0 ===
=== player 1: 7028 | player 2: 403 | Draws: 0 ===
=== player 1: 7028 | player 2: 404 | Draws: 0 ===
=== player 1: 7029 | player 2: 404 | Draws: 0 ===
=== player 1: 7030 | player 2: 404 | Draws: 0 ===
=== player 1: 7031 | player 2: 404 | Draws: 0 ===
=== player 1: 7032 | player 2: 404 | Draws: 0 ===
=== player 1: 7033 | player 2: 404 | Draws: 0 ===
=== player 1: 7034 | player 2: 404 | Draws: 0 ===
=== player 1: 7035 | player 2: 404 | Draws: 0 ===
=== player 1: 7036 | player 2: 404 | Draws: 0 ===
=== player 1: 7037 | player 2: 404 | Draws: 0 ===
=== player 1: 7038 | player 2: 404 | Draws: 0 ===
=== player 1: 7039 | player 2: 404 | Draws: 0 ===
=== player 1: 7039 | player 2: 405 | Draws: 0 ===
=== player 1: 7040 | player 2: 405 | Draws: 0 ===
=== player 1: 7041 | player 2: 405 | Draws: 0 ===
=== player 1: 7042 | player 2: 405 | Draws: 0 ===
=== player 1: 7043 | player 2: 405 | Draws: 0 ===
=== player 1: 7044 | player 2: 405 | Draws: 0 ===
=== player 1: 7045 | player 2: 405 | Draws: 0 ===
=== player 1: 7046 | player 2: 405 | Draws: 0 ===
=== player 1: 7047 | player 2: 405 | Draws: 0 ===
=== player 1: 7048 | player 2: 405 | Draws: 0 ===
=== player 1: 7049 | player 2: 405 | Draws: 0 ===
=== player 1: 7050 | player 2: 405 | Draws: 0 ===
=== player 1: 7051 | player 2: 405 | Draws: 0 ===
=== player 1: 7051 | player 2: 406 | Draws: 0 ===
=== player 1: 7052 | player 2: 406 | Draws: 0 ===
=== player 1: 7053 | player 2: 406 | Draws: 0 ===
=== player 1: 7054 | player 2: 406 | Draws: 0 ===
=== player 1: 7055 | player 2: 406 | Draws: 0 ===
=== player 1: 7056 | player 2: 406 | Draws: 0 ===
=== player 1: 7057 | player 2: 406 | Draws: 0 ===
=== player 1: 7058 | player 2: 406 | Draws: 0 ===
=== player 1: 7059 | player 2: 406 | Draws: 0 ===
=== player 1: 7060 | player 2: 406 | Draws: 0 ===
=== player 1: 7061 | player 2: 406 | Draws: 0 ===
=== player 1: 7061 | player 2: 407 | Draws: 0 ===
=== player 1: 7062 | player 2: 407 | Draws: 0 ===
=== player 1: 7063 | player 2: 407 | Draws: 0 ===
=== player 1: 7064 | player 2: 407 | Draws: 0 ===
=== player 1: 7065 | player 2: 407 | Draws: 0 ===
=== player 1: 7066 | player 2: 407 | Draws: 0 ===
=== player 1: 7067 | player 2: 407 | Draws: 0 ===
=== player 1: 7068 | player 2: 407 | Draws: 0 ===
=== player 1: 7069 | player 2: 407 | Draws: 0 ===
=== player 1: 7070 | player 2: 407 | Draws: 0 ===
=== player 1: 7071 | player 2: 407 | Draws: 0 ===
=== player 1: 7072 | player 2: 407 | Draws: 0 ===
